Date,Text,Label,,
7/20/2019,"komentar saya kenapa harus dimoderasi? sy nyampein yang sebenernya, min.. woi, bro..!",-1,,
7/20/2019,betul...harusnya di back up dulu dong...itu sih namanya reset..gawat !,-1,,
7/20/2019,"dua jam itu dari jam berapa? dari tadi subuh sampe mau jam 2 siang ini sy coba akses ke call center gak bisa, buka online gak bisa, ATM semua error. anda tau gak kehawatiran yang dialami banyak orang sekarang? pernah gak nyadar bahwa tim IT, divisi anjungan tunai dan bahkan anda sendiri sebetulnya memang kompeten dengan tugas dan fungsi masing2? ini bahaya, pak. nasional. masa semua akses nasabah jadi ketutup gini...!!!!!!!!!!!!!!!!",-1,,
7/20/2019,"MAKLUM, MENTAL MEREKA, MENTAL KARYAWAN B*MN",-1,,
7/20/2019,Sini kerja di tempat saya yg BUMN. Rasakan kalo bisa tidur aja udh sukur. Ato sakit hati gak lolos tes BUMN ya?,0,,
7/20/2019,"emang parah...... seenak jidat kerjanya, mohon maaf tapi pegawai2 bank yg 1 ini kerjanya lelet..... males ke counter nya makanya.....",-1,,
7/20/2019,Idih jd pegawai bumn segitu soknya. Memang pekerja bumn songong semua. Padahal mah ttp aja karyawan�,-1,,
7/20/2019,bukan msalah 10%...to mjd preseden buruk serta mnyangkut krediblitas bank plat merah yg katanya paling aman n terbesar indonesia...siap nasabah bank tsb migrasi massal k bank lain.,0,,
7/20/2019,Terbesar masih BRI bro .. secara aset juga,0,,
7/20/2019,"Waduh, harus segera pindah bank",0,,
7/20/2019,"Yg saldo nya nambah,,kira2 lapor gak zaa??😄",0,,
7/20/2019,Langsung dicairkan...wkwkkwkw,0,,
7/20/2019,Bbrpa thun lalu ane jg sama. Atm mandiri ane nambah 2.6jt. dtngguin 3x24 jm gk da respon balik. Ya sdh rejeki ane. Hehe,0,,
7/20/2019,Kasian nti di ambil balik. Php bener kayak mantan,0,,
7/20/2019,Bank besar kok sistem nya lemah!!!!�,-1,,
7/20/2019,Bayar d restoran gbs! Ambil duit di atm bersama jg gbs... per siang ini d jakarta. Ib mandiri jg gbs d akses... blas,-1,,
7/20/2019,"parah......ada apa ini?????? gak percaya lagi klo gini, cuzzz....pindahin ajalah ke bank lain yg bisa dipercaya kalo gitu. tak guna",-1,,
7/20/2019,pindah aja bro.. itu hak anda..,0,,
7/20/2019,Hak dia kenapa u ikut komen,0,,
7/20/2019,Membuktikan reliability system dari IT yang rendah. Mengerikan.,-1,,
7/20/2019,Bank kok gini???,0,,
7/20/2019,10% ???!!!!! Buanyak amat 😂,-1,,
7/20/2019,Bank kampungan,0,,
7/20/2019,"Iya yg penting cepet di bereskan, Tapi call center nya angkat atuhhh telpon nya. Susahh dari pagi saya call.....",-1,,
7/20/2019,tidak aman dan tidak bisa di percaya..,-1,,
7/20/2019,Syukurinn..kebanyakan gaya sih lho mand..,-1,,
7/20/2019,"Kita sama2 monitor, dengan cara hitung secara manual yi: saldo awal dan transaksi hari ini (debit or kredit) dan saldo akhirnya kita hitung, apakah sudah cocok ?, bila ada perbedaan segera ajukan ke Cabang Bank Mandiri dimana rekening dibuka. Mudah2an semuanya bisa diselesaikan dengan baik.",1,,
7/20/2019,"Nah dari kejadian ini, masih percaya 100% penuh dgn sistem serba e- e- e-�",0,,
7/20/2019,Ini bank Mandiri kok kesanya kayak perusahaan ecek-ecek,-1,,
7/20/2019,Hati2 bos jgn sampai back up severnya anjlok jg..hilang deh duit nasabah..,-1,,
7/20/2019,"Ganti saja bod mandiri, kan sebentar lagi rups.",0,,
7/20/2019,IT nya parah sampe gini error systemnya,-1,,
7/20/2019,"akses ebanking masih belum bisa, bagaimana ini? apakah atm sdh bisa digunakan",0,,
7/20/2019,"fatal... kalo game/sosmed mah gakpapa, ini uang woy",-1,,
7/20/2019,"Dah dua jam lewat masih blm bisa, mana janji manis u?�",-1,,
7/20/2019,"Bank lain ga pernah terjadi kek gini wahh, bagaimana ini.",0,,
7/20/2019,"Dan saldo saya berkurang 9,500.000 kurang lebih nya segitu",-1,,
7/20/2019,Kacau ..sya mau pake dana sya gak bisa.�,-1,,
7/20/2019,Hmmm bagaimana pengelolaan IT di bank terbesar milik pemerintah ini... coba BPK dan KPK cek,-1,,
7/20/2019,"Lodger (database log file) sempat dihack juga...bisa berabe!! Makanya kasih mewah gaji IT biar jangan bergantung sama vendor!!! Kemarukan orang2 ekonomi yg sepelekan orang2 programmer!! IT run the world, man!!!",-1,,
7/20/2019,nyawa kalian bergantung pada vendor database security... trustworthy atau tdk... kl source code sdh di tangan org lain... selesai kalian...,0,,
7/20/2019,harus tanggung jawab ini PT Bank MANDIRI harus kena sangsi dari pemerintah karena merugikan rakyat itu...tolong yg berwenang di tindak lanjuti...walaupun cuma beberapa jam saja...kalau konsumen bisnis bisa rugi besar itu....,-1,,
7/20/2019,Dirut harus mundur.,0,,
7/20/2019,Se kaliber bank Mandiri bisa error systemnya?????�,-1,,
7/20/2019,"sekelas BUMN begini, kaya kotoran",-1,,
7/20/2019,"Suka begini nih, jadi nol tau Tau balik lagi",1,,
7/20/2019,Mending pake BCA lah..hub call center cepet..edc banyak..sistemnya lancar,0,,
7/20/2019,MBL Benking gak bisa di gunakan... Kenapa ini...????,0,,
7/20/2019,Bank kacaaaauuuu,-1,,
7/20/2019,tanda2 menuju ke..,0,,
7/20/2019,Waduh aman nyimpan emas... Bank udah mengkhawatirkan,-1,,
7/20/2019,woooiii ngga bisa transaksi wooiii,0,,
7/20/2019,Ini pasti gara gara IT seniornya resign,0,,
7/20/2019,"Gimana kalau saldo yang sudah bertambah , trus di tranferin ke rekening lain?? Nasabah mana yang mau di rugikan??",0,,
7/20/2019,"Yahh Mandiri kalau tdk Bank Negara sdh ketinggalan jauh sama bank Swasta...Sistem lemot, counter sedikit klu di bank nya, edc sering rusak malahhh lebih sering sy gesek di EDC bank lain...Kurang innovativ team nya merasa sdh jadi seperti PNS di bayar negara...",-1,,
7/20/2019,"Sama bro, gw aja kalo belanja, gak mau digesek d mesin mandiri.�",0,,
7/20/2019,Bener bgt inikalah dengan Bank swasta,-1,,
7/20/2019,"Trus kalau butuh duitnya urgent pagi ini gimana? Mo transaksi atau apa? Lebih fatal lagi jika kebutuhan urgent kaya di rs kan biasanya harus bayar dulu baru ditangani. Apakah nunggu normal dulu, bisa bayar dan pasien baru di tangani. Ceroboh!!!! Kaya hr ini temen2 mo beli material kerja pada ga bs...karena saldonya NOL.",-1,,
7/20/2019,Make rekening tabungan yg lain lah,0,,
7/20/2019,"sama, mbanking semua error. keok mandiri�",-1,,
7/20/2019,Butuh waktu trus orang kalo dah sekarat butuh duit suruh nunggu gitu ya?,0,,
7/20/2019,Anak rempong... Anak rempong...,0,,
7/20/2019,Ok saldo jadi normal... Tp bagaimana nasabah yg kebetulan sedang butuh uang pada saat ini???�,0,,
7/20/2019,"Enteng amat om, yg mendadak ada kebutuhan mendesak bagaimana? Klo re runnya lama,segera antisipasi buka pengambilan tunai darurat di kantor2 cabang terdekat",0,,
7/20/2019,pas lg hari Sabtu Minggu libur... apes tenan...,0,,
7/20/2019,Oi gak bisa dibuka mbanking nya 😑,-1,,
7/21/2019,Alhamdulillah saldo saya sekarang 3 digit..�,1,,
7/21/2019,"Sebaiknya OJK jangan hanya mengawasi saja, kalau perlu dibuatkan tim investigasi khusus hingga audit untuk menyelidiki penyebab dari insiden ini agar peristiwa serupa tidak terjadi lagi. Karena kepercayaan masyarakat menjadi taruhannya.",1,,
7/21/2019,"Ya paling paling di hack, cuma gak mau ngaku saja, aneh saldo bisa nambah atau kurang, sistem IT buatan mana tuh? Sekelas bank loh ini? Miris.",-1,,
7/21/2019,"Org2 IT-nya msh bodoh, beda jauh dg sistem BCA yg dikuasai org2 pinter IT.",-1,,
7/21/2019,"Mandiri menang UI saja mobile banking sama mandiri online, tampilan malah membuat load jadi lambat. BCA walaupun sederhana tapi fast load, password juga simple untuk buka aplikasi, cuma verifikasi akhir saja yg passwordnya harus ribet untuk keamanan, BCA sama dengan BNI bagus perfomancenya mobile bankingnya.",0,,
7/21/2019,ini bank memang ga tau cara kerjanya. gw pernah dl punya mandiri hyper. tagihan dtg telat ga masuk email. dah di email juga telat udah habis masa jatoh tempo. tp gw tetap di kenakan biaya bunga krn telat bayar.��,0,,
7/21/2019,Wkwkwkwk........dimana tanggungjawabmu pak direktur...sekedar minta maafkah....kejadiannya sungguh sesuatu diluar nalar...,0,,
7/21/2019,Ng4nU...bukan urusan saya...,0,,
7/21/2019,Kok ga reliable ya..,0,,
7/21/2019,"Mandira ini gedung gagah nan mewah tampak dari luar, tapi rapuh di dalam, baik aspek IT maupun SDM. Sistem penggajiannya sj sgt pelit ga manusiawi...yg makmur cuma big bosnya. Orang IT & marketingnya jauh dari sejahtera. Kalo mau IT aman, hire-lah yg org IT high-skilled, tentu dong dgn gaji fantastis!!",-1,,
7/21/2019,"Mandiri Online itu proyek kayaknya. Internet banking lama masih bagus malah diganti dengan yg lebih lemot, mobile banking yg lama yg sangat cepat malah diganti dengan mandiri online yg isi progressbar pas load pertama kali password ribet hanya untuk sekedar buka aplikasi bukan untuk transaksi. Untuk transaksi password ribet okelah.",-1,,
7/21/2019,"Masalahnya ini level bank nya, pak. Ini Bank BUMN termasuk terbesar di Indonesia. Menyalahkan system oke2 saja, tetapi ingat system yang buat adalah manusia.",-1,,
7/21/2019,Maaf? Enak banget harusnya mundur....,-1,,
7/21/2019,Dulu sempat bagus waktu Pak Agus Marto yg megang.,1,,
7/21/2019,Waah bahaya bgt ini...selevel bank nomor 2 bumn tp gini...🥵🥵,-1,,
7/21/2019,Ya berkurang 200 perak per nasabah gpp lah...200 x 10 juta nasabah lumayan juga hhheee,0,,
7/21/2019,"Managemen Bank Mandiri harus sadar bahwa Bank adalah bisnis kepercayaan, kalo nasabah menurun atau bahkan hilang kepercayaan nya, bisnis Bank Mandiri bisa hancur. misal, saat itu ada transaksi penting Nasabah gagal (transaksi di rumah sakit, akad jual beli rumah, jual beli barang dll yg urgent) gimana gak marah itu nasabah",1,,
7/21/2019,"betul, dan mulai introspeksilah ktika nasabah mulai mindahkan dana scara masif",0,,
7/22/2019,"Kalau akhir dan awal bulan sering error atm nya, kerja kolektor gelar nya apa ?",0,,
7/22/2019,"Padahal karyawannya banyak yg kolektor gelar dan gajinya besar besar tapi gini terulang beberapa kali, di kantornya apa yg dikerjainnya, main hp aja kali",-1,,
7/22/2019,Sudah kejadian beberapa kali loh ! Masak cuma dihimbau mulu,-1,,
7/22/2019,"Vendor IT yg harus di cek, jangan jangan pakai yg ga terkenal diluar. Karena banyak kejadian vendor ga laku diluar negeri tapi dipakai disini. Hadewww",-1,,
7/22/2019,Yang nambah duit nya langsung tarik semua terus ganti bank,-1,,
7/22/2019,Rajin cek IT gimana wong teman saya pernah pake atm mandiri bbrp bulan lalu error restart sendiri dan muncul logo windows XP. Bayangkan bank sekelas mandiri masih pakai windows XP yang softwarenya sendiri sudah tidak di update microsoft lagi sejak lama.,-1,,
7/29/2019,Evaluasi itu tim IT nya...,0,,
7/29/2019,Gak heranlah sama bank satu ini. Sekitar 5 bulan lalu pernah temen saya transaksi di atm lalu tiba2 error dan restart sendiri atmnya dan apesnya kartunya tertelan. Kemudian muncul logo windows XP sewaktu restart. Bayangkan bank sebesar ini masih pakai windows XP jadul yang notabene update security nya sudah dimatikan oleh microsoft sejak lama. Jadi gak heranlah gw kalo muncul masalah seperti ini..hahaha,-1,,
7/29/2019,"komentar negatif paling dari suruhan orang bank juga agar nasabah pindah ke yang lain :D hemmm , yg kena omel yah IT nya pasti yang sabarr yaaaa wkwkwk kena sp gak yahh ...???",-1,,
7/29/2019,"GARUDA, KRAKATAU STEEL, MANDIRI, SEBAIKNYA DI EUTHANASIA",0,,
7/29/2019,Yah..bank negara...ojo heran...,-1,,
7/29/2019,klo nasabah telanjur narik duitnya dan gak mau ngembaliin gimana? apa digebukin bank mandiri?,-1,,
7/29/2019,bank dengan teknologi terkacau di indonesia.,-1,,
7/29/2019,"pengalaman saya hanya BC yg terbaik, pelayanan nya oke, pegawainya sigap, m banking lancar, 17 tahun pake itu ga pernah masalah",0,,
7/29/2019,kl yang saldonya berkurang gimana,0,,
7/29/2019,"hanya tampilan saja? kok bisa ditarik pak. maknya, kalo dah diatas jgn main sama orang2 atas mulu. sesekali ngobrol ama yg dibawah biar paham.",0,,
7/29/2019,"Gimana bisa dipercaya ya? Sementara bank sebesar ini modalnya yg utama kepercayaan. Parah banget melihat bank terbesar punya pemerintah begini rapuhnya, pikiran kita pasti gampang dibobol. Harus diusut tuntas, copot dan penjarakan pejabat yg bertanggungjawab, dugaan bisa jadi malah orang dalam yg bermain dg sistem komputer perbankannya. Harus terbuka jujur ada apa sebenarnya, gimana yg biasa pengamat IT Yg waktu pilpres getol menyalahkan, sekarang waktunya juga getol utk kritisi",-1,,
7/29/2019,Bukan saat itu saja ada error sitem dulu aku pernah mengalami cuma bukan saldonya yang nambah.....ah tidak nanti ada masalah bila ditulis disini yg pasti bahwa transaksi elektronik sifatnya sah dan mengikat jadi jika sistem yg error bank tidak bisa menuntut yg pasti aku untung he..he..,0,,
7/29/2019,"Bank maunya menang sendiri,nasabah adalah pihak yg lemah, apa2 bilang sistem.. klo sdh spt ini...,apa namanya.... ??,",-1,,
7/29/2019,BPK musti periksa ada indikasi money laundry...periksa ..periksa,0,,
7/29/2019,Sistem bank kayak sistem koperasi simpan pinjam 😂,0,,
7/29/2019,perlimdungan konsumen di RI memang masih lemah. Kalau di luar negeri udah di gugat habis itu Bank Mandiri. Lu yg error kenapa gue yg jadi susah wkwk,-1,,
7/29/2019,Parah� Bank plat merah besar tp kropos,-1,,
7/29/2019,Kesannya bank ecek ecek,-1,,
